roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,recent_math_score,recent_writing_score,recent_science_score,gpa_letter,gpa
std-8120,female,group E,some college,1,1,59,100,75,B,72.5
std-8121,female,group C,bachelor's degree,1,1,69,78,76,B,75
std-8122,female,group C,some high school,0,1,87,67,55,B,65.75
std-8123,female,group A,associate's degree,0,0,71,81,31,C,55.5
std-8124,female,group A,some college,1,0,77,95,86,A,85
std-8125,female,group D,some high school,1,1,82,89,61,B,78.25
std-8126,female,group D,some college,1,1,31,60,66,C,57.5
std-8127,female,group B,bachelor's degree,0,1,63,79,55,B,72.5
std-8128,female,group D,some high school,1,0,88,83,77,B,76
std-8129,female,group C,some high school,0,0,87,78,82,B,78
std-8130,female,group E,bachelor's degree,1,0,27,96,81,C,61
std-8131,female,group E,associate's degree,0,1,33,98,57,B,68
std-8132,female,group C,master's degree,0,0,71,93,41,B,64.75
std-8133,female,group A,high school,1,0,77,90,66,B,76
std-8134,female,group A,some high school,1,0,27,28,60,C,51
std-8135,female,group D,high school,0,0,90,86,91,A,87.25
std-8136,female,group E,high school,0,1,87,65,73,B,73.25
std-8137,female,group C,some high school,1,1,95,87,75,A,80.25
std-8138,female,group E,high school,1,0,74,60,38,B,65.5
std-8139,female,group C,associate's degree,1,0,86,98,47,B,73.5
std-8140,female,group D,associate's degree,0,0,76,92,80,B,78
std-8141,female,group A,master's degree,0,1,82,94,64,B,71.75
std-8142,female,group C,some high school,1,1,52,84,41,B,68
std-8143,female,group E,some high school,0,1,78,72,72,C,62.25
std-8144,female,group E,high school,0,0,78,86,50,B,78.5
std-8145,female,group C,associate's degree,1,1,61,54,56,B,64.75
std-8146,female,group D,bachelor's degree,1,0,68,62,100,B,79.75
std-8147,female,group C,bachelor's degree,1,1,64,70,77,B,68
std-8148,female,group E,bachelor's degree,1,1,87,100,79,A,85.75
std-8149,female,group D,associate's degree,1,0,55,73,100,B,67.25
std-8150,female,group C,master's degree,1,1,59,54,80,B,71.25
std-8151,female,group E,some college,1,0,73,69,83,B,73
std-8152,female,group C,some college,1,0,58,61,99,B,73.5
std-8153,female,group D,associate's degree,1,0,57,85,75,B,66.25
std-8154,female,group B,high school,1,0,64,69,73,B,72
std-8155,female,group D,bachelor's degree,0,0,32,67,77,B,67.25
std-8156,female,group C,some college,1,1,69,71,75,C,61.75
std-8157,female,group D,some college,1,0,88,47,81,B,63.75
std-8158,female,group B,master's degree,1,0,55,88,100,A,83
std-8159,female,group B,high school,0,1,63,86,78,B,77
std-8160,female,group E,some college,0,0,75,69,95,A,81.5
std-8161,female,group C,master's degree,1,0,27,79,52,C,52.25
std-8162,female,group C,some college,0,0,60,96,97,B,78.5
std-8163,female,group E,associate's degree,0,1,67,53,86,C,57.25
std-8164,female,group A,some college,1,0,71,93,85,B,77.25
std-8165,female,group A,associate's degree,1,1,62,74,96,B,73.5
std-8166,female,group A,associate's degree,1,0,94,86,34,B,75.5
std-8167,female,group A,some college,0,1,88,86,23,B,64.25
std-8168,female,group C,some high school,0,0,51,82,52,C,62
std-8169,female,group C,bachelor's degree,1,1,77,97,86,A,87.5
std-8170,female,group B,some college,0,0,37,70,56,C,54.75
std-8171,female,group D,some college,0,0,68,61,58,C,57.25
std-8172,female,group D,high school,1,1,49,97,74,B,70.25
std-8173,female,group D,high school,0,0,65,95,87,A,83.25
std-8174,female,group B,bachelor's degree,1,0,61,81,91,B,73.75
std-8175,female,group D,some high school,1,0,67,100,74,B,75.25
std-8176,female,group C,high school,1,1,31,71,80,C,59.25
std-8177,female,group C,high school,1,1,27,24,41,D,39.5
std-8178,female,group A,high school,1,0,62,100,51,B,66.5
std-8179,female,group E,some high school,1,0,27,71,92,B,65.5
std-8180,female,group A,associate's degree,0,0,73,79,37,B,63.75
std-8181,female,group A,some high school,0,0,53,100,63,B,73
std-8182,female,group A,high school,1,1,70,83,55,B,70
std-8183,female,group C,bachelor's degree,1,0,77,44,66,B,64
std-8184,female,group E,some college,1,0,51,87,73,B,66.25
std-8185,female,group D,associate's degree,0,0,70,93,45,B,68.5
std-8186,female,group D,high school,0,0,69,100,47,B,72.75
std-8187,female,group D,high school,1,0,68,72,100,B,73
std-8188,female,group C,associate's degree,1,0,92,100,92,A,88.25
std-8189,female,group C,associate's degree,1,1,62,80,98,B,77.75
std-8190,female,group C,high school,0,0,82,90,69,B,73
std-8191,female,group B,some college,0,1,51,79,57,B,66.5
std-8192,female,group E,associate's degree,0,0,55,73,71,B,68
std-8193,female,group C,some college,1,1,94,72,77,B,71
std-8194,female,group A,some college,1,0,29,77,62,B,65.25
std-8195,female,group D,some high school,1,1,72,82,78,B,73.25
std-8196,female,group B,bachelor's degree,0,0,59,49,62,B,66.75
std-8197,female,group B,high school,0,1,32,71,54,C,57.5
std-8198,female,group C,associate's degree,1,0,45,72,47,C,55.25
std-8199,female,group B,master's degree,1,1,91,94,86,A,86.75
std-8200,female,group D,bachelor's degree,1,1,59,100,80,B,78
std-8201,female,group C,associate's degree,1,1,82,80,50,B,73
std-8202,female,group D,high school,1,0,72,79,67,B,64.5
std-8203,female,group E,associate's degree,0,0,50,84,63,B,71
std-8204,female,group C,some high school,1,0,61,44,96,B,63.5
std-8205,female,group C,high school,0,0,75,76,68,B,75.75
std-8206,female,group A,high school,0,0,48,100,81,B,73.25
std-8207,female,group C,high school,0,0,53,48,85,B,71.5
std-8208,female,group C,high school,1,1,51,96,42,B,69
std-8209,female,group B,bachelor's degree,1,0,83,80,92,A,81.75
std-8210,female,group D,associate's degree,1,1,81,95,84,A,82.5
std-8211,female,group B,high school,1,0,63,39,64,C,60
std-8212,female,group D,some high school,1,0,50,44,52,C,55.25
std-8213,female,group A,some high school,1,0,59,45,53,D,49.25
std-8214,female,group D,some college,0,0,74,81,74,B,70
std-8215,female,group D,bachelor's degree,1,0,99,78,85,B,74
std-8216,female,group D,some high school,0,0,58,70,73,B,72
std-8217,female,group A,some high school,1,0,48,94,58,B,66
std-8218,female,group C,associate's degree,0,0,48,76,51,C,59
std-8219,female,group E,some college,1,0,56,96,89,B,79
std-8220,female,group A,some college,0,0,66,61,86,B,75.5
std-8221,female,group A,some high school,1,0,81,82,89,B,76
std-8222,female,group D,some high school,1,1,86,77,77,B,74.5
std-8223,female,B,associate's degree,1,0,28,53,79,C,62
std-8224,female,group D,associate's degree,1,0,56,36,59,C,56.5
std-8225,female,group A,some high school,1,1,56,67,56,C,61.5
std-8226,female,group B,some college,1,1,70,83,83,B,74.25
std-8227,female,group B,high school,1,0,93,66,92,B,78.5
std-8228,female,group C,some college,1,0,86,51,76,B,69
std-8229,female,group B,bachelor's degree,0,0,42,75,72,B,68
std-8230,female,group E,high school,1,0,67,68,55,B,63
std-8231,female,group B,associate's degree,1,0,70,89,58,B,69
std-8232,female,group E,some college,1,1,84,85,90,A,87
std-8233,female,group E,some college,1,0,59,72,31,D,46.25
std-8234,female,group A,some college,1,1,50,54,64,C,54.25
std-8235,female,group E,high school,1,1,68,55,56,C,56.5
std-8236,female,group A,some high school,1,1,65,94,76,A,80.75
std-8237,female,group B,associate's degree,1,0,64,91,88,B,78
std-8238,female,group E,bachelor's degree,1,1,56,96,77,B,71.5
std-8239,female,group B,high school,0,1,50,94,47,B,65.75
std-8240,female,group C,high school,0,1,93,43,74,B,62.75
std-8241,female,group C,some high school,1,0,76,88,42,B,67.25
std-8242,female,group B,associate's degree,1,0,81,77,80,A,82
std-8243,female,group C,high school,0,0,44,87,43,B,68.5
std-8244,female,group C,some college,1,0,92,88,91,B,79.75
std-8245,female,group C,bachelor's degree,1,1,50,74,78,B,66
std-8246,female,group D,high school,0,0,38,60,59,C,60.5
std-8247,female,group D,high school,0,1,53,86,64,B,64.75
std-8248,female,group B,some high school,1,1,54,63,43,C,58.75
std-8249,female,group B,some high school,1,1,67,89,57,B,70.25
std-8250,female,group E,some college,1,0,30,100,79,B,74.75
std-8251,female,group D,some college,1,0,91,83,56,B,71
std-8252,female,group E,master's degree,1,0,59,72,62,B,64.5
std-8253,female,group C,high school,1,1,36,74,45,C,60.25
std-8254,female,group B,master's degree,0,0,55,84,84,B,72
std-8255,female,group C,some college,0,1,75,95,96,B,76.5
std-8256,female,group C,associate's degree,1,1,80,55,65,B,75
std-8257,female,group C,some college,1,1,68,77,53,B,66.5
std-8258,female,group A,master's degree,1,0,60,85,92,A,83.75
std-8259,female,group D,some college,1,0,73,90,83,B,76.5
std-8260,female,group E,some high school,1,0,99,56,73,B,70.25
std-8261,female,group E,associate's degree,1,1,71,69,58,B,72.75
std-8262,female,group A,bachelor's degree,0,0,50,80,56,B,66.25
std-8263,female,group C,associate's degree,1,0,55,78,82,B,71
std-8264,female,group D,associate's degree,1,1,45,76,43,C,53
std-8265,female,group B,high school,1,0,100,82,61,B,69.25
std-8266,female,group D,some high school,1,0,66,69,61,C,58.5
std-8267,female,group C,master's degree,0,0,27,55,70,C,60.75
std-8268,female,group D,some high school,1,0,58,54,85,C,59.5
std-8269,female,group E,bachelor's degree,1,0,100,84,58,B,76.75
std-8270,female,group D,bachelor's degree,1,0,69,81,67,B,69.25
std-8271,female,group D,associate's degree,1,1,93,100,36,A,80.25
std-8272,female,group C,associate's degree,0,0,58,93,41,B,67.75
std-8273,female,group B,some high school,0,1,33,49,51,C,51.5
std-8274,female,group B,some college,1,0,76,80,66,B,73
std-8275,female,group A,some college,1,1,67,62,90,B,71.75
std-8276,female,group C,high school,1,0,28,56,75,C,54.75
std-8277,female,group E,high school,1,1,72,53,62,B,65.25
std-8278,female,group D,some high school,1,0,27,81,82,B,62.75
std-8279,female,group B,high school,1,0,42,39,55,D,49
std-8280,female,group D,associate's degree,1,0,57,93,50,C,60.5
std-8281,female,group B,bachelor's degree,1,0,62,58,75,C,59
std-8282,female,group E,high school,1,0,27,100,94,B,78.75
std-8283,female,group D,some college,1,1,77,80,55,B,74.25
std-8284,female,group C,some college,1,1,83,84,80,B,67.75
std-8285,female,group C,associate's degree,1,0,60,53,67,B,65.5
std-8286,female,group D,some college,1,1,43,69,63,C,57.75
std-8287,female,group D,high school,0,1,47,83,41,B,62.75
std-8288,female,group E,high school,1,1,65,98,67,B,76.5
std-8289,female,group D,associate's degree,1,1,68,84,64,B,68.75
std-8290,female,group E,associate's degree,0,1,71,87,75,B,68
std-8291,female,group E,some high school,1,0,36,100,67,C,60.75
std-8292,female,group C,associate's degree,0,0,63,53,51,C,50.25
std-8293,female,group C,bachelor's degree,1,1,59,73,88,B,74
std-8294,female,group D,high school,1,1,62,54,48,C,59
std-8295,female,group C,some high school,1,0,64,72,59,C,62
std-8296,female,group B,associate's degree,0,0,51,75,78,C,61
std-8297,female,group A,some high school,1,0,39,62,92,B,66.25
std-8298,female,group D,associate's degree,1,0,92,87,77,B,69.75
std-8299,female,group D,some high school,1,0,67,76,64,B,65.25
std-8300,female,group C,some college,1,0,91,77,62,B,74.5
std-8301,female,group E,bachelor's degree,0,1,54,58,76,B,64
std-8302,female,group E,high school,0,0,76,91,86,B,75.5
std-8303,female,group D,associate's degree,1,1,80,73,90,B,79
std-8304,female,group C,associate's degree,1,0,57,69,79,B,71
std-8305,female,group A,associate's degree,1,0,72,80,69,B,69.75
std-8306,female,group A,high school,0,1,59,65,53,C,61.75
std-8307,female,group A,some college,1,0,66,72,60,B,66.75
std-8308,female,group B,associate's degree,1,0,54,55,53,C,58
std-8309,female,group E,high school,1,0,76,89,24,B,67.75
std-8310,female,group A,some high school,1,0,49,66,83,B,74.5
std-8311,female,group E,associate's degree,0,0,36,67,36,C,52.25
std-8312,female,group A,some college,1,0,74,79,57,B,73
std-8313,female,group D,bachelor's degree,1,0,48,85,34,C,51.75
std-8314,female,group D,some high school,0,1,64,62,39,C,54.75
std-8315,female,group C,high school,1,1,63,81,60,C,60.5
std-8316,female,group C,associate's degree,1,0,41,71,77,B,68.75
std-8317,female,group D,high school,0,0,87,100,74,A,81.75
std-8318,female,group C,some high school,1,1,66,68,88,A,80
std-8319,female,group C,associate's degree,1,0,32,92,57,B,62.5
std-8320,female,group B,some high school,1,0,73,73,62,B,75.25
std-8321,female,group E,some college,1,0,32,100,60,B,67
std-8322,female,group C,associate's degree,0,0,79,77,82,B,73.5
std-8323,female,group D,some college,1,1,48,97,70,B,75
std-8324,female,group C,associate's degree,1,1,40,65,37,D,48.75
std-8325,female,group C,some college,1,0,55,66,53,C,61.75
std-8326,female,group D,some high school,1,0,93,60,91,A,81.75
std-8327,female,group B,some high school,1,0,68,90,55,B,64.75
std-8328,female,group C,high school,1,0,48,93,43,C,55.5
std-8329,female,group E,associate's degree,0,0,61,46,64,B,64.5
std-8330,female,group A,bachelor's degree,1,1,76,99,88,A,85.75
std-8331,female,group D,associate's degree,1,0,45,71,64,B,63.75
std-8332,female,group E,master's degree,1,0,76,79,58,B,76
std-8333,female,group E,some high school,0,0,66,81,70,B,70.5
std-8334,female,group D,high school,1,1,79,100,92,A,86.75
std-8335,female,group B,high school,1,0,51,76,58,C,60.25
std-8336,female,group B,associate's degree,1,0,99,63,43,B,64
std-8337,female,group D,some college,0,0,82,69,76,B,76.75
std-8338,female,group C,some high school,1,1,72,87,96,A,87.75
std-8339,female,group E,associate's degree,1,1,85,80,55,B,65.75
std-8340,female,group D,some college,1,0,53,50,80,C,56.5
std-8341,female,group B,associate's degree,0,1,66,45,80,C,61.5
std-8342,female,group C,some college,1,0,79,67,66,B,66.5
std-8343,female,group D,associate's degree,0,0,53,39,66,C,50
std-8344,female,group B,associate's degree,0,0,36,74,45,C,59.25
std-8345,female,group B,master's degree,1,1,39,95,55,B,66.75
std-8346,female,group D,some high school,1,0,72,87,41,B,65.5
std-8347,female,group A,high school,0,1,65,56,52,B,64
std-8348,female,group C,high school,1,1,50,100,66,B,73.75
std-8349,female,group E,associate's degree,1,0,100,67,86,B,78.25
std-8350,female,group A,bachelor's degree,1,0,80,72,41,B,63.5
std-8351,female,group D,some college,1,0,89,68,62,C,61.25
std-8352,female,group D,associate's degree,1,1,58,79,52,B,66
std-8353,female,group A,associate's degree,1,0,72,91,82,B,74.5
std-8354,female,group A,some college,1,1,70,92,50,B,69.25
std-8355,female,group A,some college,1,0,89,56,74,B,79.75
std-8356,female,group C,high school,1,1,45,79,57,C,58.75
std-8357,female,group D,bachelor's degree,1,0,76,94,89,B,72.5
std-8358,female,group C,some college,0,1,87,100,94,B,79.5
std-8359,female,group D,some high school,1,0,65,90,88,B,70
std-8360,female,group A,master's degree,1,1,93,84,79,A,85
std-8361,female,group A,bachelor's degree,0,0,51,85,62,B,69.5
std-8362,female,group B,some college,1,0,69,53,66,B,66
std-8363,female,group C,associate's degree,1,1,39,92,88,B,69
std-8364,female,group B,associate's degree,0,0,36,71,66,C,54.25
std-8365,female,group D,high school,0,0,55,87,30,C,54
std-8366,female,group A,associate's degree,1,0,71,99,45,B,71.5
std-8367,female,group B,some college,1,0,63,95,47,B,69.75
std-8368,female,group C,associate's degree,1,1,27,61,56,D,47.5
std-8369,female,group B,high school,0,0,82,91,58,B,71.5
std-8370,female,group C,associate's degree,1,1,51,100,96,B,75.25
std-8371,female,group E,some high school,0,0,59,82,72,B,70.5
std-8372,female,group C,associate's degree,1,1,88,53,58,B,72
std-8373,female,group C,bachelor's degree,1,0,37,77,29,D,47
std-8374,female,group D,associate's degree,0,0,51,97,68,B,72.75
std-8375,female,group C,high school,1,0,97,70,66,B,73.5
std-8376,female,group B,some college,0,0,69,69,30,C,60.75
std-8377,female,group C,bachelor's degree,1,0,40,72,77,B,67
std-8378,female,group D,high school,1,1,91,91,72,A,85.5
std-8379,female,group A,bachelor's degree,0,1,58,65,59,B,70.5
std-8380,female,group E,high school,1,0,57,72,86,B,78.75
std-8381,female,group E,associate's degree,0,0,75,74,68,B,70
std-8382,female,group D,bachelor's degree,1,0,82,95,82,A,89.25
std-8383,female,group C,master's degree,1,0,50,56,47,D,46
std-8384,female,group E,high school,1,0,75,42,69,B,63.5
std-8385,female,group C,associate's degree,0,0,67,94,57,B,68.5
std-8386,female,group E,some college,1,1,58,100,72,B,72.25
std-8387,female,group C,high school,1,0,80,55,84,B,74.5
std-8388,female,group D,some college,0,0,70,69,89,B,67.75
std-8389,female,group C,some college,1,0,100,61,59,B,70.25
std-8390,female,group A,bachelor's degree,0,0,46,79,41,C,57.5
std-8391,female,group E,bachelor's degree,1,0,86,68,62,B,64.5
std-8392,female,group A,some high school,1,1,46,76,81,C,61
std-8393,female,group B,high school,1,0,78,76,46,B,64
std-8394,female,group B,some high school,1,0,72,89,95,A,87.25
std-8395,female,group E,some college,1,1,62,92,75,B,79
std-8396,female,group D,some high school,0,1,84,70,54,B,75.25
std-8397,female,group D,some high school,1,0,71,56,69,C,56.5
std-8398,female,group E,bachelor's degree,1,1,89,86,85,B,78.25
